ORF.secondaryIdentifier	ORF.length
YJL154C	2835
YJL153C	1602
YJL152W	360
YJL151C	402
YJL150W	303
YJL149W	1992
YJL148W	702
YJL147C	1149
YJL146W	1410
YJL145W	885
YJL144W	315
YJL143W	477
YJL142C	393
YJL141C	2424
YJL140W	666
YJL139C	1287
YJL138C	1188
YJL137C	1143
YJL136W-A	84
YJL136C	724
YJL135W	318
YJL134W	1230
YJL133W	945
YJL133C-A	225
YJL132W	2253
YJL131C	1071
YJL130C	6645
YJL129C	3708
YJL128C	2007
YJL127W-A	117
YJL127C-B	159
YJL127C	1923
YJL126W	924
YJL125C	1152
YJL124C	519
YJL123C	1437
YJL122W	528
YJL121C	717
YJL120W	324
YJL119C	324
YJL118W	660
YJL117W	936
YJL116C	1014
YJL115W	840
YJL112W	2145
YJL111W	1653
YJL110C	1656
YJL109C	5310
YJL108C	1152
YJL107C	1164
YJL106W	1938
YJL105W	1683
YJL104W	450
YJL103C	1857
YJL102W	2460
YJL101C	2037
YJL100W	1824
YJL099W	2241
YJL098W	3177
YJL097W	654
YJL096W	486
YJL095W	4437
YJL094C	2622
YJL093C	2076
YJL092W	3525
YJL091C	1473
YJL090C	2295
YJL089W	2490
YJL088W	1017
YJL087C	2484
YJL086C	369
YJL085W	1872
YJL084C	3141
YJL083W	1815
YJL082W	2196
YJL081C	1470
YJL080C	3669
YJL079C	900
YJL078C	2646
YJL077W-B	99
YJL077W-A	87
YJL077C	396
YJL076W	3570
YJL075C	417
YJL074C	3693
YJL073W	1938
YJL072C	642
YJL071W	1725
YJL070C	2667
YJL069C	1785
YJL068C	900
YJL067W	351
YJL066C	759
YJL065C	504
YJL064W	396
YJL063C	717
YJL062W-A	258
YJL062W	2493
YJL061W	2142
YJL060W	1335
YJL059W	1227
YJL058C	1632
YJL057C	2004
YJL056C	2643
YJL055W	738
YJL054W	1437
YJL053W	1140
YJL052W	999
YJL052C-A	120
YJL051W	2469
YJL050W	3222
YJL049W	1353
YJL048C	1191
YJL047C-A	135
YJL047C	2529
YJL046W	1230
YJL045W	1905
YJL044C	1377
YJL043W	774
YJL042W	4197
YJL041W	2590
YJL039C	5052
YJL038C	660
YJL037W	675
YJL036W	1272
YJL035C	753
YJL034W	2049
YJL033W	2313
YJL032W	315
YJL031C	1071
YJL030W	591
YJL029C	2469
YJL028W	336
YJL027C	417
YJL026W	1200
YJL026C-A	222
YJL025W	1545
YJL024C	662
YJL023C	1044
YJL022W	309
YJL021C	1098
YJL020W-A	258
YJL020C	3474
YJL019W	2049
YJL018W	315
YJL017W	978
YJL016W	1686
YJL015C	285
YJL014W	1605
YJL013C	1548
YJL012C-A	198
YJL012C	2166
YJL011C	486
YJL010C	2001
YJL009W	327
YJL008C	1707
YJL007C	315
YJL006C	972
YJL005W	6081
YJL004C	612
YJL003W	357
YJL002C	1431
YJL001W	764
YIR042C	711
YIR041W	375
YIR040C	333
YIR039C	1614
YIR038C	705
YIR037W	492
YIR036W-A	402
YIR036C	792
YIR035C	765
YIR034C	1122
YIR033W	3342
YIR032C	588
YIR031C	1665
YIR030W-A	384
YIR030C	735
YIR029W	1032
YIR028W	1908
YIR027C	1383
YIR026C	1095
YIR025W	1107
YIR024C	651
YIR023W	2913
YIR023C-A	324
YIR022W	504
YIR021W-A	213
YIR021W	1092
YIR020W-A	243
YIR020C-B	735
YIR020C	303
YIR019C	4104
YIR018W	738
YIR018C-A	138
YIR017W-A	600
YIR017C	564
YIR016W	798
YIR015W	435
YIR014W	729
YIR013C	366
YIR012W	1296
YIR011C	960
YIR010W	1731
YIR009W	336
YIR008C	1230
YIR007W	2295
YIR006C	4443
YIR005W	447
YIR004W	1299
YIR003W	2040
YIR002C	2982
YIR001C	753
YIL177W-A	483
YIL177C	5665
YIL176C	363
YIL173W	4650
YIL172C	1770
YIL171W-A	453
YIL169C	2988
YIL166C	1629
YIL165C	360
YIL164C	600
YIL163C	354
YIL162W	1599
YIL161W	708
YIL160C	1254
YIL159W	4128
YIL158W	615
YIL157C	594
YIL156W-B	284
YIL156W-A	402
YIL156W	3216
YIL155C	1950
YIL154C	1041
YIL153W	1182
YIL152W	708
YIL151C	3357
YIL150C	1716
YIL149C	5040
YIL148W	821
YIL147C	3663
YIL146C	1590
YIL145C	930
YIL144W	2076
YIL143C	2532
YIL142W	1584
YIL142C-A	333
YIL141W	390
YIL140W	2472
YIL139C	738
YIL138C	486
YIL137C	2841
YIL136W	1182
YIL135C	1311
YIL134W	936
YIL134C-A	204
YIL133C	890
YIL132C	642
YIL131C	1455
YIL130W	2895
YIL129C	7131
YIL128W	3099
YIL127C	621
YIL126W	4080
YIL125W	3045
YIL124W	894
YIL123W	1431
YIL122W	1056
YIL121W	1629
YIL120W	1692
YIL119C	1224
YIL118W	696
YIL117C	957
YIL116W	1158
YIL115W-A	372
YIL115C	4383
YIL114C	846
YIL113W	630
YIL112W	3252
YIL111W	544
YIL110W	1134
YIL109C	2781
YIL108W	2091
YIL107C	2484
YIL106W	1030
YIL105W-A	141
YIL105C	2061
YIL104C	1524
YIL103W	1278
YIL102C-A	228
YIL102C	306
YIL101C	1944
YIL100W	354
YIL100C-A	339
YIL099W	1650
YIL098C	468
YIL097W	1551
YIL096C	1011
YIL095W	2433
YIL094C	1116
YIL093C	795
YIL092W	1902
YIL091C	2166
YIL090W	1476
YIL089W	618
YIL088C	1473
YIL087C	474
YIL086C	309
YIL085C	1554
YIL084C	984
YIL083C	1098
YIL082W	873
YIL079C	1083
YIL078W	2205
YIL077C	963
YIL076W	891
YIL075C	2838
YIL074C	1410
YIL073C	3018
YIL072W	1818
YIL071W-A	477
YIL071C	1335
YIL070C	801
YIL069C	817
YIL068W-A	384
YIL068C	2418
YIL067C	2037
YIL066W-A	444
YIL066C	2610
YIL065C	468
YIL064W	774
YIL063C	984
YIL062C	465
YIL061C	903
YIL060W	435
YIL059C	366
YIL058W	285
YIL057C	495
YIL056W	1923
YIL055C	1884
YIL054W	318
YIL053W	753
YIL052C	838
YIL051C	438
YIL050W	858
YIL049W	762
YIL048W	3456
YIL047C-A	369
YIL047C	2709
YIL046W-A	165
YIL046W	1923
YIL045W	1617
YIL044C	897
YIL043C	855
YIL042C	1185
YIL041W	981
YIL040W	417
YIL039W	1422
YIL038C	2511
YIL037C	1971
YIL036W	1764
YIL035C	1119
YIL034C	864
YIL033C	1251
YIL032C	357
YIL031W	3105
YIL030W-A	339
YIL030C	3960
YIL029W-A	372
YIL029C	429
YIL028W	399
YIL027C	426
YIL026C	3453
YIL025C	375
YIL024C	570
YIL023C	1041
YIL022W	1296
YIL021W	957
YIL021C-A	270
YIL020C-A	339
YIL020C	786
YIL019W	1041
YIL018W	1165
YIL017C	2766
YIL016W	480
YIL015W	1764
YIL014W	1893
YIL014C-A	315
YIL013C	4236
YIL012W	342
YIL011W	810
YIL010W	648
YIL009W	2085
YIL009C-A	547
YIL008W	300
YIL007C	663
YIL006W	1122
YIL005W	2106
YIL004C	560
YIL003W	882
YIL002W-A	210
YIL002C	2841
YIL001W	1542
YHR219W	1875
YHR219C-A	483
YHR218W-A	318
YHR218W	1911
YHR217C	462
YHR216W	1572
YHR215W	1404
YHR214W-A	486
YHR214W	612
YHR214C-E	300
YHR214C-D	294
YHR213W-B	300
YHR213W-A	234
YHR213W	597
YHR212W-A	204
YHR212C	336
YHR211W	3228
YHR210C	1026
YHR209W	876
YHR208W	1182
YHR207C	1581
YHR206W	1869
YHR205W	2475
YHR204W	2391
YHR203C	1055
YHR202W	1809
YHR201C	1194
YHR200W	807
YHR199C-A	289
YHR199C	933
YHR198C	966
YHR197W	2292
YHR196W	1728
YHR195W	966
YHR194W	1740
YHR193C-A	375
YHR193C	525
YHR192W	837
YHR191C	402
YHR190W	1335
YHR189W	573
YHR188C	1833
YHR187W	930
YHR186C	4674
YHR185C	714
YHR184W	1716
YHR183W	1470
YHR182W	2358
YHR182C-A	474
YHR181W	687
YHR180W-A	183
YHR180W	492
YHR180C-B	105
YHR179W	1203
YHR178W	2232
YHR177W	1362
YHR176W	1299
YHR175W-A	150
YHR175W	570
YHR174W	1314
YHR173C	339
YHR172W	2472
YHR171W	1893
YHR170W	1557
YHR169W	1296
YHR168W	1557
YHR167W	786
YHR166C	1881
YHR165W-A	312
YHR165C	7242
YHR164C	4569
YHR163W	750
YHR162W	390
YHR161C	1914
YHR160C	852
YHR159W	1515
YHR158C	3495
YHR157W	549
YHR156C	1023
YHR155W	3687
YHR154W	3213
YHR153C	597
YHR152W	522
YHR151C	1581
YHR150W	1740
YHR149C	2205
YHR148W	552
YHR147C	645
YHR146W	1398
YHR145C	357
YHR144C	939
YHR143W-A	213
YHR143W	978
YHR142W	951
YHR141C	762
YHR140W	720
YHR139C-A	312
YHR139C	981
YHR138C	345
YHR137W	1542
YHR137C-A	651
YHR136C	447
YHR135C	1617
YHR134W	810
YHR133C	876
YHR132W-A	396
YHR132C	1293
YHR131W-A	246
YHR131C	2553
YHR130C	336
YHR129C	1155
YHR128W	651
YHR127W	732
YHR126C	480
YHR125W	306
YHR124W	1884
YHR123W	1267
YHR122W	696
YHR121W	564
YHR120W	2880
YHR119W	3243
YHR118C	1308
YHR117W	1920
YHR116W	456
YHR115C	1251
YHR114W	1902
YHR113W	1473
YHR112C	1137
YHR111W	1323
YHR110W	639
YHR109W	1758
YHR108W	1758
YHR107C	1224
YHR106W	1029
YHR105W	645
YHR104W	984
YHR103W	2559
YHR102W	3243
YHR101C	1095
YHR100C	558
YHR099W	11235
YHR098C	2790
YHR097C	1225
YHR096C	1779
YHR095W	495
YHR094C	1713
YHR093W	549
YHR092C	1731
YHR091C	1932
YHR090C	849
YHR089C	618
YHR088W	888
YHR087W	336
YHR086W-A	162
YHR086W	1572
YHR085W	1005
YHR084W	2067
YHR083W	990
YHR082C	3090
YHR081W	555
YHR080C	4038
YHR079C-A	362
YHR079C	3348
YHR078W	1659
YHR077C	3383
YHR076W	1125
YHR075C	1203
YHR074W	2145
YHR073W-A	177
YHR073W	2991
YHR073C-B	81
YHR072W-A	177
YHR072W	2196
YHR071W	690
YHR071C-A	321
YHR070W	1500
YHR070C-A	411
YHR069C-A	363
YHR069C	1080
YHR068W	1164
YHR067W	843
YHR066W	1362
YHR065C	1506
YHR064C	1617
YHR063W-A	336
YHR063C	1140
YHR062C	882
YHR061C	945
YHR060W	546
YHR059W	393
YHR058C	888
YHR057C	618
YHR056W-A	435
YHR056C	2652
YHR055C	186
YHR054W-A	195
YHR054C-B	174
YHR054C	1065
YHR053C	186
YHR052W-A	195
YHR052W	1131
YHR052C-B	174
YHR051W	447
YHR050W-A	171
YHR050W	1650
YHR049W	732
YHR049C-A	297
YHR048W	1545
YHR047C	2571
YHR046C	888
YHR045W	1683
YHR044C	741
YHR043C	741
YHR042W	2076
YHR041C	734
YHR040W	1101
YHR039C-A	507
YHR039C	1935
YHR038W	693
YHR037W	1728
YHR036W	1416
YHR035W	1893
YHR034C	1035
YHR033W	1272
YHR032W-A	180
YHR032W	1746
YHR032C-A	120
YHR031C	2172
YHR030C	1455
YHR029C	885
YHR028W-A	321
YHR028C	2457
YHR027C	2982
YHR026W	642
YHR025W	1074
YHR024C	1449
YHR023W	5787
YHR022C-A	90
YHR022C	771
YHR021W-A	456
YHR021C	799
YHR020W	2067
YHR019C	1665
YHR018C	1392
YHR017W	1158
YHR016C	1575
YHR015W	1980
YHR014W	876
YHR013C	717
YHR012W	968
YHR011W	1341
YHR010W	972
YHR009C	1572
YHR008C	702
YHR007C-A	216
YHR007C	1593
YHR006W	1626
YHR005C-A	282
YHR005C	1419
YHR004C	1341
YHR003C	1290
YHR002W	1074
YHR001W-A	297
YHR001W	1314
YHL050W-A	483
YHL050C	2867
YHL049C	816
YHL048W	1146
YHL048C-A	135
YHL047C	1863
YHL046W-A	327
YHL046C	363
YHL045W	348
YHL044W	708
YHL043W	513
YHL042W	453
YHL041W	450
YHL040C	1884
YHL039W	1758
YHL038C	1893
YHL037C	402
YHL036W	1641
YHL035C	4779
YHL034W-A	462
YHL034C	885
YHL033C	771
YHL032C	2130
YHL031C	672
YHL030W-A	462
YHL030W	5607
YHL029C	2040
YHL028W	1818
YHL027W	1878
YHL026C	948
YHL025W	999
YHL024W	2142
YHL023C	3441
YHL022C	1197
YHL021C	1398
YHL020C	1215
YHL019W-A	594
YHL019C	1818
YHL018W	363
YHL017W	1599
YHL016C	2208
YHL015W-A	84
YHL015W	366
YHL014C	1218
YHL013C	924
YHL012W	1482
YHL011C	963
YHL010C	1758
YHL009C	993
YHL008C	1884
YHL007C	2820
YHL006W-A	354
YHL006C	453
YHL005C	393
YHL004W	1185
YHL003C	1236
YHL002W	1359
YHL002C-A	489
YHL001W	815
YGR296W	5728
YGR296C-B	483
YGR296C-A	576
YGR295C	1146
YGR294W	363
YGR293C	462
YGR292W	1755
YGR291C	222
YGR290W	444
YGR289C	1851
YGR288W	1422
YGR287C	1770
YGR286C	1128
YGR285C	1302
YGR284C	933
YGR283C	1026
YGR282C	942
YGR281W	4434
YGR280C	816
YGR279C	1161
YGR278W	1734
YGR277C	918
YGR276C	1662
YGR275W	474
YGR274C	3201
YGR273C	525
YGR272C	459
YGR271W	5904
YGR271C-A	702
YGR270W	4140
YGR270C-A	219
YGR269W	327
YGR268C	597
YGR267C	732
YGR266W	2106
YGR265W	411
YGR264C	2256
YGR263C	1275
YGR262C	786
YGR261C	2430
YGR260W	1605
YGR259C	441
YGR258C	3096
YGR257C	1101
YGR256W	1479
YGR255C	1440
YGR254W	1314
YGR253C	783
YGR252W	1320
YGR251W	591
YGR250C	2346
YGR249W	1371
YGR248W	768
YGR247W	720
YGR246C	1791
YGR245C	2304
YGR244C	1284
YGR243W	441
YGR242W	309
YGR241C	1707
YGR240C-A	201
YGR240C	2964
YGR239C	867
YGR238C	2649
YGR237C	2358
YGR236C	288
YGR235C	702
YGR234W	1200
YGR233C	3537
YGR232W	687
YGR231C	933
YGR230W	414
YGR229C	1518
YGR228W	345
YGR227W	1578
YGR227C-A	174
YGR226C	210
YGR225W	1875
YGR224W	1842
YGR223C	1347
YGR222W	882
YGR221C	1869
YGR220C	810
YGR219W	342
YGR218W	3255
YGR217W	6120
YGR216C	1830
YGR215W	333
YGR214W	1214
YGR213C	954
YGR212W	1407
YGR211W	1461
YGR210C	1236
YGR209C	315
YGR208W	930
YGR207C	786
YGR206W	306
YGR205W	873
YGR204W	2841
YGR204C-A	114
YGR203W	447
YGR202C	1275
YGR201C	678
YGR200C	2367
YGR199W	2280
YGR198W	2454
YGR197C	1644
YGR196C	2454
YGR195W	741
YGR194C	1803
YGR193C	1233
YGR192C	999
YGR191W	1812
YGR190C	366
YGR189C	1524
YGR188C	3066
YGR187C	1185
YGR186W	2208
YGR185C	1185
YGR184C	5853
YGR183C	414
YGR182C	354
YGR181W	318
YGR180C	1038
YGR179C	1221
YGR178C	2169
YGR177C	1608
YGR176W	348
YGR175C	1491
YGR174W-A	87
YGR174C	513
YGR173W	1107
YGR172C	747
YGR171C	1728
YGR170W	3417
YGR169C-A	279
YGR169C	1215
YGR168C	1131
YGR167W	702
YGR166W	1683
YGR165W	1038
YGR164W	336
YGR163W	1026
YGR162W	2859
YGR161W-C	279
YGR161C	792
YGR160W	612
YGR159C	1245
YGR158C	753
YGR157W	2610
YGR156W	1278
YGR155W	1524
YGR154C	1071
YGR153W	654
YGR152C	819
YGR151C	336
YGR150C	2595
YGR149W	1299
YGR148C	468
YGR147C	867
YGR146C-A	162
YGR146C	636
YGR145W	2124
YGR144W	981
YGR143W	2316
YGR142W	1233
YGR141W	1404
YGR140W	2871
YGR139W	339
YGR138C	1845
YGR137W	375
YGR136W	726
YGR135W	777
YGR134W	3369
YGR133W	552
YGR132C	864
YGR131W	525
YGR130C	2451
YGR129W	648
YGR128C	2142
YGR127W	939
YGR126W	693
YGR125W	3111
YGR124W	1719
YGR123C	1542
YGR122W	1209
YGR122C-A	129
YGR121W-A	216
YGR121C	1479
YGR120C	789
YGR119C	1626
YGR118W	757
YGR117C	1431
YGR116W	4356
YGR115C	780
YGR114C	390
YGR113W	1032
YGR112W	1170
YGR111W	1203
YGR110W	1338
YGR109C	1143
YGR108W	1416
YGR107W	450
YGR106C	798
YGR105W	234
YGR104C	924
YGR103W	1818
YGR102C	552
YGR101W	1041
YGR100W	2853
YGR099W	2067
YGR098C	4893
YGR097W	3441
YGR096W	945
YGR095C	672
YGR094W	3315
YGR093W	1524
YGR092W	1719
YGR091W	1485
YGR090W	3714
YGR089W	2811
YGR088W	1689
YGR087C	1692
YGR086C	1020
YGR085C	525
YGR084C	1020
YGR083C	1956
YGR082W	552
YGR081C	633
YGR080W	999
YGR079W	1113
YGR078C	600
YGR077C	1770
YGR076C	474
YGR075C	729
YGR074W	441
YGR073C	372
YGR072W	1164
YGR071C	2583
YGR070W	3468
YGR069W	336
YGR068W-A	96
YGR068C	1761
YGR067C	2415
YGR066C	879
YGR065C	1782
YGR064W	369
YGR063C	309
YGR062C	951
YGR061C	4077
YGR060W	930
YGR059W	1539
YGR058W	1008
YGR057C	729
YGR056W	2787
YGR055W	1725
YGR054W	1929
YGR053C	852
YGR052W	1110
YGR051C	324
YGR050C	357
YGR049W	564
YGR048W	1086
YGR047C	3078
YGR046W	1158
YGR045C	363
YGR044C	903
YGR043C	1002
YGR042W	816
YGR041W	1644
YGR040W	1107
YGR039W	312
YGR038W	669
YGR037C	264
YGR036C	720
YGR035W-A	222
YGR035C	351
YGR034W	861
YGR033C	720
YGR032W	5688
YGR031W	1029
YGR031C-A	492
YGR030C	477
YGR029W	653
YGR028W	1089
YGR027C	327
YGR026W	837
YGR025W	303
YGR024C	714
YGR023W	1656
YGR022C	330
YGR021W	873
YGR020C	357
YGR019W	1416
YGR018C	330
YGR017W	894
YGR016W	573
YGR015C	987
YGR014W	3921
YGR013W	1863
YGR012W	1182
YGR011W	327
YGR010W	1188
YGR009C	1956
YGR008C	255
YGR007W	972
YGR006W	756
YGR005C	1203
YGR004W	1389
YGR003W	2235
YGR002C	1431
YGR001C	902
YGL263W	1143
YGL262W	528
YGL261C	363
YGL260W	231
YGL259W	498
YGL258W-A	234
YGL258W	621
YGL257C	1677
YGL256W	1149
YGL255W	1131
YGL254W	900
YGL253W	1461
YGL252C	1767
YGL251C	3716
YGL250W	726
YGL249W	2115
YGL248W	1110
YGL247W	594
YGL246C	1164
YGL245W	2127
YGL244W	1677
YGL243W	1203
YGL242C	546
YGL241W	3015
YGL240W	753
YGL239C	315
YGL238W	2883
YGL237C	798
YGL236C	2010
YGL235W	537
YGL234W	2409
YGL233W	2733
YGL232W	928
YGL231C	573
YGL230C	444
YGL229C	2457
YGL228W	1734
YGL227W	2877
YGL226W	372
YGL226C-A	410
YGL225W	1014
YGL224C	843
YGL223C	1254
YGL222C	528
YGL221C	867
YGL220W	363
YGL219C	1380
YGL218W	651
YGL217C	342
YGL216W	2418
YGL215W	1359
YGL214W	486
YGL213C	1194
YGL212W	951
YGL211W	1080
YGL210W-A	231
YGL210W	669
YGL209W	1149
YGL208W	1248
YGL207W	3108
YGL206C	4962
YGL205W	2247
YGL204C	306
YGL203C	2190
YGL202W	1503
YGL201C	3054
YGL200C	612
YGL199C	471
YGL198W	708
YGL197W	4464
YGL196W	1287
YGL195W	8019
YGL194C-A	243
YGL194C	1359
YGL193C	312
YGL192W	1803
YGL191W	390
YGL190C	1581
YGL189C	360
YGL188C-A	141
YGL188C	174
YGL187C	468
YGL186C	1740
YGL185C	1140
YGL184C	1398
YGL183C	743
YGL182C	324
YGL181W	1191
YGL180W	2694
YGL179C	1683
YGL178W	3220
YGL177W	348
YGL176C	1665
YGL175C	1038
YGL174W	801
YGL173C	4587
YGL172W	1419
YGL171W	1695
YGL170C	1242
YGL169W	1281
YGL168W	333
YGL167C	2853
YGL166W	678
YGL165C	579
YGL164C	1323
YGL163C	2697
YGL162W	900
YGL161C	933
YGL160W	1713
YGL159W	1113
YGL158W	1539
YGL157W	1044
YGL156W	3252
YGL155W	1131
YGL154C	819
YGL153W	1026
YGL152C	678
YGL151W	3399
YGL150C	4470
YGL149W	306
YGL148W	1131
YGL147C	576
YGL146C	936
YGL145W	2106
YGL144C	2058
YGL143C	1242
YGL142C	1851
YGL141W	2733
YGL140C	3660
YGL139W	2409
YGL138C	1038
YGL137W	2870
YGL136C	963
YGL135W	654
YGL134W	1302
YGL133W	3795
YGL132W	336
YGL131C	4212
YGL130W	1380
YGL129C	1353
YGL128C	852
YGL127C	384
YGL126W	1143
YGL125W	1803
YGL124C	1935
YGL123W	765
YGL123C-A	231
YGL122C	1578
YGL121C	381
YGL120C	2304
YGL119W	1506
YGL118C	438
YGL117W	798
YGL116W	1833
YGL115W	969
YGL114W	2178
YGL113W	2007
YGL112C	1551
YGL111W	1392
YGL110C	1875
YGL109W	324
YGL108C	423
YGL107C	1941
YGL106W	450
YGL105W	1131
YGL104C	1461
YGL103W	961
YGL102C	429
YGL101W	648
YGL100W	1050
YGL099W	1923
YGL098W	738
YGL097W	1449
YGL096W	831
YGL095C	1734
YGL094C	3348
YGL093W	2754
YGL092W	3954
YGL091C	987
YGL090W	1266
YGL089C	363
YGL088W	366
YGL087C	499
YGL086W	2250
YGL085W	825
YGL084C	1683
YGL083W	2415
YGL082W	1146
YGL081W	963
YGL080W	393
YGL079W	657
YGL078C	1572
YGL077C	1692
YGL076C	1662
YGL075C	1164
YGL074C	327
YGL073W	2502
YGL072C	360
YGL071W	2073
YGL070C	369
YGL069C	465
YGL068W	585
YGL067W	1155
YGL066W	1974
YGL065C	1512
YGL064C	1686
YGL063W	1113
YGL063C-A	150
YGL062W	3537
YGL061C	744
YGL060W	1926
YGL059W	1476
YGL058W	519
YGL057C	864
YGL056C	1584
YGL055W	1533
YGL054C	417
YGL053W	714
YGL052W	306
YGL051W	705
YGL050W	822
YGL049C	2745
YGL048C	1218
YGL047W	609
YGL046W	789
YGL045W	1629
YGL044C	891
YGL043W	930
YGL042C	306
YGL041W-A	465
YGL041C-B	183
YGL041C	204
YGL040C	1029
YGL039W	1047
YGL038C	1443
YGL037C	651
YGL036W	2730
YGL035C	1515
YGL034C	366
YGL033W	777
YGL032C	264
YGL031C	468
YGL030W	548
YGL029W	363
YGL028C	1629
YGL027C	2502
YGL026C	2124
YGL025C	1194
YGL024W	336
YGL023C	1908
YGL022W	2157
YGL021W	2283
YGL020C	708
YGL019W	837
YGL018C	555
YGL017W	1512
YGL016W	3246
YGL015C	393
YGL014W	2667
YGL014C-A	162
YGL013C	3207
YGL012W	1422
YGL011C	759
YGL010W	525
YGL009C	2340
YGL008C	2757
YGL007W	378
YGL007C-A	87
YGL006W-A	111
YGL006W	3522
YGL005C	840
YGL004C	1254
YGL003C	1701
YGL002W	651
YGL001C	1050
YFR057W	456
YFR056C	369
YFR055W	1023
YFR054C	579
YFR053C	1458
YFR052W	825
YFR052C-A	306
YFR051C	1641
YFR050C	801
YFR049W	372
YFR048W	1989
YFR047C	888
YFR046C	1086
YFR045W	1002
YFR044C	1446
YFR043C	714
YFR042W	603
YFR041C	888
YFR040W	3009
YFR039C	1533
YFR038W	2562
YFR037C	1674
YFR036W-A	651
YFR036W	375
YFR035C	345
YFR034W-A	288
YFR034C	939
YFR033C	444
YFR032C-B	264
YFR032C-A	180
YFR032C	870
YFR031C-A	912
YFR031C	3513
YFR030W	3108
YFR029W	2037
YFR028C	1656
YFR027W	846
YFR026C	510
YFR025C	1008
YFR024C-A	1474
YFR024C	1122
YFR023W	1836
YFR022W	2202
YFR021W	1503
YFR020W	699
YFR019W	6837
YFR018C	1092
YFR017C	588
YFR016C	3702
YFR015C	2127
YFR014C	1341
YFR013W	2364
YFR012W-A	87
YFR012W	609
YFR011C	513
YFR010W-A	189
YFR010W	1500
YFR009W-A	258
YFR009W	2259
YFR008W	666
YFR007W	1062
YFR006W	1608
YFR005C	1347
YFR004W	921
YFR003C	468
YFR002W	2520
YFR001W	615
YFL068W	483
YFL067W	528
YFL066C	1179
YFL065C	309
YFL064C	525
YFL063W	456
YFL062W	1140
YFL061W	678
YFL060C	669
YFL059W	897
YFL058W	1023
YFL057C	459
YFL055W	1677
YFL054C	1941
YFL053W	1776
YFL052W	1398
YFL051C	483
YFL050C	2577
YFL049W	1872
YFL048C	1338
YFL047W	2145
YFL046W	624
YFL045C	765
YFL044C	906
YFL043C	438
YFL042C	2025
YFL041W-A	192
YFL041W	1869
YFL040W	1623
YFL039C	1437
YFL038C	621
YFL037W	1374
YFL036W	4056
YFL034W	3222
YFL034C-B	978
YFL034C-A	690
YFL033C	5313
YFL032W	321
YFL031W	969
YFL031C-A	102
YFL030W	1158
YFL029C	1107
YFL028C	870
YFL027C	1494
YFL026W	1296
YFL025C	3090
YFL024C	2499
YFL023W	2391
YFL022C	1512
YFL021W	1533
YFL021C-A	855
YFL020C	369
YFL019C	354
YFL018C	1500
YFL017W-A	234
YFL017C	480
YFL016C	1536
YFL015W-A	318
YFL015C	495
YFL014W	330
YFL013W-A	804
YFL013C	2079
YFL012W-A	375
YFL012W	447
YFL011W	1641
YFL010W-A	285
YFL010C	636
YFL009W	2340
YFL008W	3678
YFL007W	6432
YFL006W	765
YFL005W	648
YFL004W	2487
YFL003C	2637
YFL002C	1821
YFL001W	1329
YER190W	5046
YER190C-B	483
YER190C-A	576
YER189W	369
YER188W	720
YER188C-A	300
YER187W	426
YER186W-A	594
YER186C	921
YER185W	912
YER184C	2385
YER183C	636
YER182W	735
YER181C	324
YER180C-A	258
YER180C	804
YER179W	1097
YER178W	1263
YER177W	804
YER176W	3366
YER175W-A	165
YER175C	900
YER174C	735
YER173W	1980
YER172C-A	381
YER172C	6492
YER171W	2337
YER170W	678
YER169W	2391
YER168C	1641
YER167W	2556
YER166W	4716
YER165W	1734
YER165C-A	357
YER164W	4407
YER163C	699
YER162C	2265
YER161C	1002
YER159C	429
YER158W-A	216
YER158C	1722
YER157W	2406
YER156C	1017
YER155C	6504
YER154W	1209
YER153C	765
YER152W-A	567
YER152C	1332
YER151C	2739
YER150W	447
YER149C	1263
YER148W-A	579
YER148W	723
YER147C-A	411
YER147C	1875
YER146W	282
YER145C-A	438
YER145C	1215
YER144C	2418
YER143W	1287
YER142C	891
YER141W	1461
YER140W	1671
YER139C	681
YER138W-A	105
YER137W-A	306
YER137C	447
YER136W	1356
YER135C	393
YER134C	537
YER133W-A	342
YER133W	1464
YER132C	5262
YER131W	360
YER130C	1332
YER129W	3429
YER128W	612
YER127W	1074
YER126C	786
YER125W	2430
YER124C	1722
YER123W	1575
YER122C	1482
YER121W	345
YER120W	735
YER119C-A	372
YER119C	1347
YER118C	1104
YER117W	885
YER116C	825
YER115C	576
YER114C	3123
YER113C	2121
YER112W	564
YER111C	3282
YER110C	3342
YER108C	1785
YER107W-A	321
YER107C	1098
YER106W	909
YER105C	4176
YER104W	627
YER103W	1929
YER102W	603
YER101C	1293
YER100W	753
YER099C	957
YER098W	2265
YER097W	330
YER096W	1539
YER095W	1203
YER094C	618
YER093C-A	489
YER093C	4293
YER092W	378
YER091C-A	222
YER091C	2304
YER090W	1524
YER090C-A	90
YER089C	1395
YER088W-B	147
YER088C-A	324
YER088C	2013
YER087W	1731
YER087C-B	249
YER087C-A	552
YER086W	1731
YER085C	522
YER084W-A	513
YER084W	387
YER083C	858
YER082C	1665
YER081W	1410
YER080W	1884
YER079W	633
YER079C-A	339
YER078W-A	165
YER078C	1536
YER077C	2067
YER076W-A	348
YER076C	909
YER075C	2787
YER074W-A	471
YER074W	874
YER073W	1563
YER072W	390
YER071C	381
YER070W	2667
YER069W	2592
YER068W	1764
YER068C-A	432
YER067W	486
YER067C-A	324
YER066W	558
YER066C-A	501
YER065C	1674
YER064C	1518
YER063W	657
YER062C	753
YER061C	1329
YER060W-A	1593
